kodim01.png,0.178182,0.292236,0.495931,0.789836,1.135437,1.603129,2.080627,2.596904
kodim02.png,0.083822,0.128235,0.200277,0.313578,0.503479,0.720764,1.074137,1.547913
kodim03.png,0.071187,0.110148,0.172607,0.265747,0.375773,0.519267,0.713074,0.970011
kodim04.png,0.082845,0.132182,0.210103,0.324137,0.498617,0.711853,1.034871,1.452881
kodim05.png,0.214091,0.342529,0.544149,0.814046,1.128092,1.526082,1.985921,2.495829
kodim06.png,0.123881,0.209025,0.353394,0.559570,0.818034,1.146566,1.532328,1.971639
kodim07.png,0.113444,0.170024,0.248271,0.354675,0.490763,0.650675,0.868917,1.158386
kodim08.png,0.218302,0.344971,0.551921,0.841654,1.187581,1.662781,2.185811,2.778341
kodim09.png,0.080994,0.122904,0.185588,0.270589,0.384644,0.522034,0.720337,1.029297
kodim10.png,0.085815,0.131999,0.199015,0.294393,0.422852,0.576436,0.809245,1.164327
kodim11.png,0.110168,0.178487,0.293925,0.469503,0.707397,1.005819,1.395264,1.849915
kodim12.png,0.075216,0.110738,0.170695,0.265116,0.406087,0.567627,0.827637,1.182943
kodim13.png,0.190389,0.335571,0.605977,0.990702,1.443685,2.123352,2.666097,3.256022
kodim14.png,0.141663,0.233968,0.383830,0.606445,0.900553,1.264384,1.725301,2.249390
kodim15.png,0.085592,0.129069,0.202413,0.316142,0.481588,0.685832,0.976746,1.352091
kodim16.png,0.070292,0.125285,0.215780,0.344584,0.533020,0.755249,1.056254,1.421488
kodim17.png,0.087341,0.135050,0.208577,0.315552,0.463399,0.654073,0.919027,1.279561
kodim18.png,0.137634,0.235962,0.396423,0.611003,0.888448,1.270182,1.709330,2.278117
kodim19.png,0.097636,0.154805,0.255961,0.411051,0.640157,0.916199,1.262980,1.676982
kodim20.png,0.083659,0.125509,0.193888,0.300334,0.454447,0.635112,0.875610,1.174906
kodim21.png,0.120850,0.197449,0.323018,0.496175,0.708150,0.994548,1.310282,1.708700
kodim22.png,0.100199,0.168599,0.286336,0.465637,0.704793,1.016581,1.411438,1.896444
kodim23.png,0.073873,0.105855,0.151978,0.217082,0.303223,0.412984,0.575175,0.825541
kodim24.png,0.138672,0.236145,0.393229,0.617778,0.892843,1.263204,1.662170,2.142436
