kodim01.png,0.123067,0.230082,0.389771,0.530558,0.883769,1.335266,1.721985,2.432780
kodim02.png,0.089254,0.157349,0.277629,0.413961,0.698588,1.090190,1.495605,2.189962
kodim03.png,0.064840,0.113342,0.189738,0.279907,0.440450,0.657450,0.941182,1.414856
kodim04.png,0.085368,0.151225,0.258606,0.374186,0.623962,0.975606,1.353943,2.001790
kodim05.png,0.136434,0.244364,0.408203,0.554016,0.858561,1.217733,1.604858,2.205627
kodim06.png,0.097555,0.186584,0.320597,0.443807,0.735229,1.117065,1.483500,2.115601
kodim07.png,0.085632,0.139506,0.218852,0.312358,0.468770,0.663127,0.944804,1.413961
kodim08.png,0.124430,0.226176,0.370036,0.517212,0.851685,1.270630,1.677979,2.390055
kodim09.png,0.061910,0.106242,0.172058,0.255473,0.429525,0.723287,1.204366,1.904338
kodim10.png,0.072428,0.126506,0.212280,0.317912,0.503927,0.791362,1.232931,1.910726
kodim11.png,0.092814,0.173625,0.300212,0.427551,0.711243,1.084615,1.445780,2.084310
kodim12.png,0.070414,0.129842,0.223999,0.342957,0.558411,0.853699,1.230713,1.824951
kodim13.png,0.133687,0.265666,0.458883,0.600789,1.011454,1.576070,1.963888,2.821309
kodim14.png,0.115336,0.215047,0.369588,0.516764,0.834188,1.242208,1.647400,2.296387
kodim15.png,0.074097,0.128743,0.218445,0.318217,0.533183,0.847616,1.196554,1.822957
kodim16.png,0.073446,0.140767,0.248311,0.363546,0.592509,0.900574,1.249919,1.809875
kodim17.png,0.080505,0.138184,0.229085,0.338704,0.520081,0.789510,1.156962,1.807007
kodim18.png,0.117289,0.212870,0.356486,0.493652,0.811401,1.252563,1.684184,2.465047
kodim19.png,0.085266,0.155762,0.263062,0.374268,0.614461,0.964823,1.357625,2.070882
kodim20.png,0.066935,0.115234,0.186971,0.259867,0.436096,0.705424,1.028219,1.588603
kodim21.png,0.086202,0.154175,0.255473,0.361552,0.611776,0.978800,1.437500,2.189677
kodim22.png,0.098104,0.184855,0.318359,0.445862,0.747538,1.158162,1.571391,2.298909
kodim23.png,0.067179,0.107890,0.166992,0.243652,0.379069,0.590169,0.933065,1.540283
kodim24.png,0.106547,0.199605,0.339396,0.472941,0.759745,1.126078,1.496562,2.128031
